B & E MULTI SERVICES;333303908;osheat@telkomsa.net;
TSEBO CLEANING;112262300;lsomerset@tsebocleaning.co.za;
ALPHA & OMEGA CLEANER SERVICES;735088481;classic.cleaners@telkomsa.net;
IWESCO;125492925;info@iwesco.co.za;
TABAKBAAIWASSERY;227141269;;
JACKIE'S CLEANING SERVICES;218555572;info@jackies.co.za;
KURUMAN CLEANING SERVICES;537731889;info@kurumanclening.com;
CHEMCO (SA);861405060;;
MAKWENZEKE GRASS CUTTING & CLEANING CC;176380665;mofesv@absamail.co.za;
AQUA VAC;164220393;mwaqua-vac@mweb.co.za;
FRESH & CLEAN TRADING;419224554;;
AMANZI CLEANING SERVICES;829233134;amanzicleaing@mtnloaded.co.za;
I BOWER & ASSOCIATES;154912126;;
IKHAYELIHLE CLEANING SERVICES;313120900;ikhayelihle@worldonline.co.za;
SPINQUEEN LAUNDRY;716931659;hlubi@spinqueen.co.za;
S A SECURITY SERVICES (PTY) LTD;113621282;johnb@usizogroup.co.za;
MAKJUS TRADING & PROJECTS;147631590;makjus@hotmail.com;
SESFIKILE CLEANING SERVICES CC;113901976;;
WOODWEDGE LAUNDRY;312055533;info@woodwedge.co.za;
MOKETETSA PERSONNEL & CLEANING SERVICES;169324135;;
CLEAN-HOMES;219452000;info@clean-homes.co.za;
TIBER LAUNDROMAT;313327621;loku@mweb.co.za;
CAPE ASBESTOS REMOVALS;219499784;info@asbestos.co.za;
TOM'S CARPET CLEANERS;118225732;earings@telkomsa.net;
INDUSTROSERVE CLEANING;137412313;admin@industroserve.co.za;
ISIPHETHO CLEANING & CATERING SERVICES;113310932;phumy@darkblue.co.za;
EAST COAST CLEANING SERVICES;319123533;eastcoastcleaning@telkomsa.net;
CARPET CARETAKERS;117822615;;
ST PEST CONTROL & CLEANING;152970128;stpestcontrol@gmail.com;
B & B CLEANING SERVICES;119436015;bonraycleaning@hotmail.com;
MAIDS AND ALL;218518710;patsy@maidsandall.co.za;
DURBAN PROPERTY CLEANING SERVICES;313126300;;
MR GEYSER PLUMBERS;218833325;mrgeyser@telkomsa.net;
B S C CHEMICALS CC;236262873;bscchems@mweb.co.za;
THE WASHSPOT LAUNDRY;217051413;sandrafaulmann@hotmail.com;
MRS CLEANS;828931266;mrscleans@intercom.co.za;
ACE CLEANERS (PTY) LTD;116184913;acea@icon.co.za;
DIALBERTON BUSINESS ENTERPRISE CC;823629502;dialb@absamail.co.za;
VAN ZYL;515220380;;
ZACHAR CLEANING SERVICES;824546351;brassell@iafrica.com;
MATHATA OUTSOURCING GROUP;137532838;mathatam@gmail.com;
CITRONOL HAND CLEANER PTY LTD;113102332;victor@citronol.co.za;
KIR-BE-KLEEN;317654233;dave.dew@mweb.co.za;
RCS INDUSTRIAL CLEANING (PTY) LTD;319029978;rav1@mweb.co.za;
LAMAIN CLEANING;393135138;;
MR CLEAN;118300504;;
ROOTBASIC CLEANING SERVICES;214183407;;
RUDO SERVICES AND MAINT CC;123435919;mnyakakingston@gmail.com;
SUPERGEL;117332915;;
THE CLEAN TEAM SERVICES;878090647;info@thecleanteam.co.za;
MANIA-MAKHASANA TRADING;154911577;;
INHLANZEKO CLEANING SERVICES;313013561;inhlanzekocleaningservices@telkomsa.net;
THEMBA MTHEMBA PROTECTION;338178232;thembamthembu8382@yahoo.com;
MANELISE CONSULTANTS;712860315;thami1.ngcobo@gmail.com;
CARPET CLEANING & ADVISORY SERVICES;114351333;;
MOLLYWOOD MAIDS;114675310;mollymaids@mweb.co.za;
SPRINGBOK BROOM & BRUSH;118352136;sales@wernerbrushware.co.za;
TP CLEANING SERVICES;737661103;cleaningtp@gmail.com;
LOCAL LAUNDRY;825290534;;
ESPHIWEZININGI (PTY) LTD;713577475;makhumalo85@gmail.com;
ACTIVE CORPORATE CLEANING SERVICES (PTY) LTD;116093317;sales@activeservices.co.za;
OBSERVATORY IMPROVEMENT DISTRICT SECURITY;214471066;admin@obsid.org.za;
ULTRA GLASS RESTORERS & CLEANERS (PTY) LTD;118375347;ultragr@worldonline.co.za;
CLEAN HYGIENE;105969942;linet@cleanhygiene.co.za;
NKAMELA TRADING;333460082;;
DITHAGA CLEANING;117626988;;
PRESTIGE CLEANING SERVICES (PTY) LTD;393122269;;
MASIZUZE CO-OP;313014193;;
MAKJUS TRADING AND PROJECTS CC;176470536;makjus@hotmail.com;
PRO AFRICAN CLEANERS (PTY) LTD;846290895;mohammedsajidebrahim@gmail.com;
PUTCO'S CLEANING SERVICES;795963696;putcoscleaningservices@vodamail.co.za;
RECOT SOLUTIONS CC;110427494;bhekimdakane@gmail.com;
T A HENNINGS AND ASSOCIATES;217090058;;
SEAL PLUMBING;213000228;stefan@sealplumbing.co.za;
CARU CLEANING SERVICES;123470836;;
ANTIQUE SILVER REPAIRS;116407789;antiquesilver1@vodamail.co.za;
KGOROYABOHLE TRADING;537120423;molokomphai@yahoo.com;
ROOTBASIC CLEANING SERVICES;214183407;;
SUPERGEL;117332915;;
KORESERV (PTY) LTD;215552201;;
NTSELE NDUNA CONTRACTORS;113662373;ntselendunacontractors@telkomsa.net;
THE CLEAN TEAM SERVICES;878090647;info@thecleanteam.co.za;
FBI CLEANING SERVICES;129972852;;
SINETHAMSANQA CLEARNING AND PROJECTS PTY LTD;738651072;;
ULTRA GLASS RESTORERS & CLEANERS (PTY) LTD;118375347;ultragr@worldonline.co.za;
AVIKONISANE SUPPLIES;117405764;khonzaniavikonisane@telkomsa.net;
THAPELO CLEANING & PROJECTS;219557100;thaps.dn@gmail.com;
BEE BRITE CLEANING SERVICES;738687890;zamamncono@gmail.com;
SOWINI GENERAL TRADING CC;832498623;ndzakana.yaziwe7@gmail.com;
PRO AFRICAN CLEANERS (PTY) LTD;846290895;mohammedsajidebrahim@gmail.com;
RECOT SOLUTIONS CC;110427494;bhekimdakane@gmail.com;
RAMOSHABA CLEANING AND MAINTENANCE;861727327;rapeccs@telkomsa.net;
HMDS SECURITY & CLEANING;827120493;;
CARU CLEANING SERVICES;123470836;;
NATHAN AND FRIENDS TRADING AND PROJECTS;725153109;angelm1984@nokiamail.com;
PHINDAMSHAYE CONTRACTING & TRADING;825918008;;
DAN AND MAG TRANSPORTATION AND CLEANING SERVICES;114331734;info.danmag@telkomsa.net;
SUPERGEL;117332915;;
DUBA L - N;110458874;;
METRO CLEANING SERVICES;768838831;abrahampatrick415@gmail.com;
ERICK MGCINI CONSTRUCTION;786011699;emcconstructioncc@gmail.com;
EUNICE QUSEKA DEVELOPMENT SERVICES CC;848213957;eunicequshake@gmail.com;
CHRIS MAGUD'S ENTERPRISE;315782253;chris.maguds@za.sabmiller.com;
ACADEMY ACTIVE CLEANING SERVICES CC;119489366;;
ULTRA GLASS RESTORERS & CLEANERS (PTY) LTD;118375347;ultragr@worldonline.co.za;
DITHAGA CLEANING;117626988;;
KURUMAN CLEANING SERVICES;537232234;info@kurumancleaning.com;
MAGNET QUICKDRY HOTCHEM CARPET CLEANERS;214343193;magnetcc@mweb.co.za;
RETHAKGETSE TRADING CC;152914692;shimanemajozi@gmail.com;
RIKKY CLEANING SERVICES;711216511;;
PLUTO CLEANING SERVICES;215113434;nceba.buhlungu@yahoo.com;
T A HENNINGS AND ASSOCIATES;217090058;;
JAVILLE CLEANING & MULTIPURPOSE CO-OP LTD;817160051;javilleservices@gmail.com;
EASY WASH LAUNDRY SOLUTIONS;215588889;easywash@webmail.co.za;
THATHAQUBEKANI TRADING & PROJECTS;113461883;thandiekumalo@gmail.com;
LANDELANI CLEANING SERVICES CC;118735662;mk.landz@telkomsa.net;
VAROZVI CONTRACTORS;116564491;info@varozvi.co.za;
NABELA GENERAL TRADING;837612407;nabelagt@gmail.com;
PHATSHIMA CLEANING SERVICES;114123841;phatshima@wol.co.za;
MYSA IMPLEMENTING AGENTS CC;397374643;;
ERICK MGCINI CONSTRUCTION;786011699;emcconstructioncc@gmail.com;
CLEAN CARE MOBILE;117831444;;
OBSERVATORY IMPROVEMENT DISTRICT SECURITY;214471066;admin@obsid.org.za;
YEBO MIADS (PTY) LTD;116093317;info@yebomaids.co.za;
BUSETHANDEKILE CLEANING SERVICES;738414053;nonkosi1979@gmail.com;
EFFINGHAM LAUNDROMAT;315641599;;
INHLANZEKO CLEANING SERVICES;313013561;inhlanzekocleaningservices@telkomsa.net;
THEMBA MTHEMBA PROTECTION;338178232;thembamthembu8382@yahoo.com;
UBUNTU BOTHO PROJECTS.;829596193;mokoenadn@yahoo.com;
SOWINI GENERAL TRADING CC;832498623;ndzakana.yaziwe7@gmail.com;
FEDICS (PTY) LTD;315716300;;
KHULULEKO CLEANING SERVICES CC;117663718;info@khululeko.com;
SEAL PLUMBING;213000228;stefan@sealplumbing.co.za;
TYZER-T-SECURITY & CLEANING SERVICES;114848102;tyzert@telkomsa.net;
IKETSETSE TRADING ENTERPRISE;846313705;;
LINDA'S CLEANING & PROJECTS;783855093;;
NABELA GENERAL TRADING;837612407;nabelagt@gmail.com;
LELAM NGEKWAZI GENERAL TRADING;783649452;ngwera93@yahoo.com;
CHRIS MAGUD'S ENTERPRISE;315782253;chris.maguds@za.sabmiller.com;
J K L CLEANING SOLUTIONS;219816959;info@jklcleaning.co.za;
SINETHAMSANQA CLEARNING AND PROJECTS PTY LTD;738651072;;
SANDISO CLEANING SERVICES;714718603;nshinga2@gmail.com;
VELOCITY GROUP AFRICA;315662281;info@velocitygroupafrica.com;
VUVU CLEANING SERVICES;216991284;nonzukisosecurity@telkomsa.net;
BUSETHANDEKILE CLEANING SERVICES;738414053;nonkosi1979@gmail.com;
KURUMAN CLEANING SERVICES;537232234;info@kurumancleaning.com;
SECHABA SABA TLOKOA;366317555;thembisechaba@yahoo.com;
PRESTIGE CLEANING SERVICES (PTY) LTD;393122269;;
RIKKY CLEANING SERVICES;711216511;;
MAKJUS TRADING AND PROJECTS CC;176470536;makjus@hotmail.com;
VIBRANT CLEANING SERVICES;828513930;;
PRO AFRICAN CLEANERS (PTY) LTD;846290895;mohammedsajidebrahim@gmail.com;
LOYALTY HYGIENE & SECURITY;724915294;prcsncube67@gmail.com;
KOKOBELO CLEANING SERVICES;114030041;ndo@kokobelo.co.za;
ZESULIWE CLEANING SERVICES;736043750;zesuliwecleaningservices@mobileemail.vodafonesa.co.za;
TSIDKENU LABOUR SERVICES;763533291;robertson.tlservice@gmail.com;
JACOBS GENERAL CLEANING;711082425;jacobsbusinessservice@gmail.com;
THE RHEE CLEANING SERVICES;119331495;refiloe@therheeservices.co.za;
SIKHONA GROUP;419924140;uic@mweb.co.za;
AMANCOTSHE CLEANING SERVICES (PTY) LTD;217035533;amancotshe.cleaning.services@gmail.com;
MAINE CONSTRUCTION AND PROJECTS;164228528;maines@webmail.co.za;
PHATSHIMA CLEANING SERVICES;114123841;phatshima@wol.co.za;
LOCAL LAUNDRY;798973947;mimi@cmind.co.za;
ZITHULELE NOMDAYI TRADING;732550296;zithulele.trading@nokiamail.com;
EUNICE QUSEKA DEVELOPMENT SERVICES CC;848213957;eunicequshake@gmail.com;
MABLANDZELA CC;720964739;;
ACTIVE CORPORATE CLEANING SERVICES (PTY) LTD;116093317;sales@activeservices.co.za;
SINETHAMSANQA CLEARNING AND PROJECTS PTY LTD;738651072;;
ABSA ONE CALL HOME SOLUTION;861012255;enquires@one-call.co.za;
WALLA ENTERPRISE & CLEANING;536314378;blanche.walla@gmail.com;
FEDICS (EDMS) BPK;315716300;kdavies@fedics.co.za;
T A HENNINGS AND ASSOCIATES;217090058;;
SOAP WORLD;169821500;lizzardguesthouse@telkomsa.net;
LANDELANI CLEANING SERVICES CC;118735662;mk.landz@telkomsa.net;
LINDA'S CLEANING & PROJECTS;783855093;;
PRESTIGE CLEANING SERVICES (PTY) LTD;117946256;;
KGOROYABOHLE TRADING;537120423;molokomphai@yahoo.com;
TLD CLEANING SERVICES;119418278;tldtradings@gmail.com;
NABELA GENERAL TRADING;837612407;nabelagt@gmail.com;
AMANCOTSHE CLEANING SERVICES (PTY) LTD;217035533;amancotshe.cleaning.services@gmail.com;
MASITHI TRADING;215343247;;
METRO CLEANING SERVICES;768838831;abrahampatrick415@gmail.com;
ESPHIWEZININGI (PTY) LTD;713577475;makhumalo85@gmail.com;
ACADEMY ACTIVE CLEANING SERVICES CC;119489366;;
MOMPATI CLEANING SERVICES;828636159;;
VELOCITY GROUP AFRICA;315662281;info@velocitygroupafrica.com;
DITHAGA CLEANING;117626988;;
XTLG SECURITY AND CLEANING SERVICES;437222733;xtlg@gmail.co.za;
COMPACK;217039674;;
WOMEN @ WORK CLEANING SERVICES CC;824994461;women.work@iburst.co.za;
CARPET CLEANING & ADVISORY SERVICES;114351333;;
PLUTO CLEANING SERVICES;215113434;nceba.buhlungu@yahoo.com;
HMDS SECURITY & CLEANING;827120493;;
ABASEMONTI CLEANING & GARDEN SERVICES;826997749;abasemonti@yahoo.com;
FEDICS (PTY) LTD;315716300;kdavies@fedics.co.za;
ZONE CHEMICALS KZN (PTY) LTD;317024584;;
BIBLIOTEKE;123587911;leroyd@tshwane.gov.za;
LEPRO CLEANING SERVICE;105922699;lendlovu@lepro.co.za;
ANTIQUE SILVER REPAIRS;116407789;antiquesilver1@vodamail.co.za;
STATUS CLEANING SERVICE;317763669;lee@ftsdurban.co.za;
DIMBAMUSUKUME CLEANING SERVICES;616472754;musukume@webmail.co.za;
GENERAL CLEANING SERVICES CC;315637739;admin@generalcleaning.co.za;
IKETSETSE TRADING ENTERPRISE;846313705;;
RUDO SERVICES AND MAINT CC;123435919;mnyakakingston@gmail.com;
SUPERGEL;117332915;;
NABELA GENERAL TRADING;837612407;nabelagt@gmail.com;
AMANCOTSHE CLEANING SERVICES (PTY) LTD;217035533;amancotshe.cleaning.services@gmail.com;
TP CLEANING SERVICES;737661103;cleaningtp@gmail.com;
LELAM NGEKWAZI GENERAL TRADING;783649452;ngwera93@yahoo.com;
ACTIVE CORPORATE CLEANING SERVICES (PTY) LTD;116093317;sales@activeservices.co.za;
ROYAL BIN INSPECTORS;215342935;madeegha1@yahoo.com;
ESSENTIAL CLEANING SERVICES CC;860025326;inquiry@essential.co.za;
UBUNTU BOTHO PROJECTS.;829596193;mokoenadn@yahoo.com;
MAKJUS TRADING AND PROJECTS CC;176470536;makjus@hotmail.com;
VIBRANT CLEANING SERVICES;828513930;;
SOWINI GENERAL TRADING CC;832498623;ndzakana.yaziwe7@gmail.com;
N C S FIRE & FLOOD RESTORATION;861135663;ryan.smuts@yahoo.com;
MONITOR DISTRIBUTORS CC;312748555;;
DRY FORCE;860800800;;
BOVU PUMPS;836085346;bovugroup@telkomsa.net;
GO BIG GROUP;317652420;info@gobigprojects.co.za;
STARLIGHT SECURITY SOLUTIONS;437260523;starslight@blue-crane.co.za;
ETHEKWINI MUNICIPALITY (D S W);313111111;neerigo@dmws.durban.gov.za;
CHEMSTRAT INDUSTRIAL CC;123270344;info@chemstrat.co.za;
BLINDS BY BENNETT CC;129429985;blindsbybennett@absamail.co.za;
CHEM-DRY;802436379;admin@chemdry.co.za;
CLARIANT;119295800;clariant@clariant.com;
GCP APPLIED TECHNOLOGIES;119234631;deon.vandenberg@grace.com;
5 STAR ROOFING & WATERPROOFING;319430888;info@5starwaterproofing.co.za;
FAB WATER ENGINEERING CC;117927346;info@fabwater.com;
CARPET CLEANING SOLUTIONS;832720843;;
CORE HYGIENE & PEST CONTROL SERVICES;835549641;info@coreservices.co.za;
HENCHEM ENVIRONMENTAL SOLUTIONS;824165077;enquiries@henchem.co.za;
AMANDLA WATERJETTING;314650771;turbojet@iafrica.com;
DEMARU-FILACON SA CC;116092436;filacon@global.co.za.;
SUPER CLEAN CLEANING SERVICES;313034141;sclean@iafrica.com;
La Fancy Kay (Pty) Ltd;132317005;info@lafancykay.co.za;
PUMPTRON (PTY) LTD;215526036;deon@pumptron.co.za;
PLASTERKEY;118222320;shakchem@global.co.za;
HYCHEM (CAPE) (PTY) LTD;215516225;0215516240@efg.co.za;
NORTHERN CLEANING SERVICES ZULULAND CC;357871535;ncsz@iafrica.com;
Z C N BUSINESS ENTERPRISES;333424300;zcn@telkomsa.net;
ZWANE TRADING CC;319094863;yinigi@zwanestradingenterprise.co.za;
GREEN DIAMOND ENVIRONMENTAL CONSULTANTS;313091204;;
INTERLINK ENGINEERING & CLEANING CONSULTANTS CC;119631300;rudi.interlink@telkomsa.net;
NOZIHLE CLEANING SERVICES;137525625;gm@nozihlecleaningservices.co.za;
SWISS CLEAN CC;118075724;;
BRAINWAVE PROJECTS 190CC;215105496;jerome@brainwave-projects.com;
AMAKOSI SALES & MARKETING;113621134;amakosi@telkomsa.net;
WASTEMAN HOLDINGS (PTY) LTD;828813181;southafrica@averda.com;
PERSONAL CLEANERS HOSPITALITY;214474458;info@personalcleaners.co.za;
VAALCON INDUSTRIAL CLEANING & LABOUR HIRE;169762859;vaalcon@cyberserv.co.za;
PRETORIUS L M DR;116647146;finansies@drpretorius.co.za;
DURBAN SPECIALITY CHEMICALS CC;315727706;mike@dschem.co.za;
FILACON PRODUCTS CC;116092436;filacon@global.co.za;
BIDVEST STEINER;537120022;roelofn@steiner.co.za;
TSHWANE HYGIENE SERVICES;620241703;maleboscleaningservices@webmail.com;
PHOFUNG CLEANING SERVICES;587130608;;
WINDOW MAGIC;219752946;windowmagic@telkomsa.net;
K C K ELECTRONICS CC;114210788;ultrasonic@iburst.co.za;
CLEANER CEILINGS;118692271;ceilings@icon.co.za;
TRIPLE POWER DIRECT;126441755;sales@mashold.co.za;
MARTIN'S BLINDS;828065993;martinblinds@telkomsa.net;
CARPET CLEAN MACHINE;116403231;;
CASCADE CHEMICALS;114937610;sales1@cascadechem.co.za;
KWAKUHLE HYGIENE;114311799;info@kwakuhle.co.za;
CARPET CLINIC;448741135;eleasespeling@gmail.com;
ASBESTOS MANAGEMENT SERVICES;114831854;greg@asbestosms.co.za;
MANSFIELD STEAM LAUNDRY;315771933;mansfieldlaundry@gmail.com;
INCREDICLEAN CC;118233053;info@incredi-clean.com;
EDELWEISS PHARMACEUTICALS;217885053;sales@ewpharma.com;
ON-SITE CLEANING;219100221;magda@onsitecleaning.co.za;
BLENDWELL CHEMICALS (PTY) LTD;118059940;info@blendwell.co.za;
CARPET CLEANING SYSTEMS;117643135;wfsmook@mweb.co.za;
ORICOL ENVIRONMENTAL SERVICES (PTY) LTD;414532911;;
CLEANING TECHNOLOGIES;126645825;service@thehrsgroup.co.za;
COASTLINE ASBES REMOVAL & DEMOLITION;285143105;;
NEW LOOK PAINTING AND RESTORATION;617400722;;
GEA WESTFALIA SEPARATOR (PTY) LTD;448730777;andrew.simpson@gea.com;
SILWAYIPHI CLEANING & SECURITY SERVICES;827073913;info@silwayiphi.co.za;
COASTLINE GUTTERS;285143222;coastline@telkomsa.net;
STEAM CLEANING SERVICES;834905964;skerrigan@telkomsa.net;
SHINE A BLIND SERVICES;123355152;shineablind@redcactus.co.za;
TOPROPE CC;113971427;;
CHEMKLEEN;137527406;;
GUTTER EXPRESS;446931121;kodakanja@telkomsa.net;
SILVER CRAFT;214234463;stanford.silvercraft@absamail.co.za;
MUSENGAVHADZIMU BUSINESS ENTERPRISE;110243412;info@musenga.co.za;
ABYX MANUFACTURING CC;128032315;sales@abyx.co.za;
SECHABA SABA TLOKOA;366317554;qedusizisecurity@telkomsa.net;
SYSTEM RESTORATION TECHNOLOGIES CC;215513591;;
LALLA'S CLEANING RAGS;313372791;industrialwipes@telkomsa.net;
VULITHUBA CLEANING SERVICES CC;311201178;;
WASH-O-MATIC LAUNDRY;445332990;;
BELLA GARDENS (PTY) LTD;119161234;accounts@bellagardens.co.za;
CARPET AND CLEANING SPECIALISTS;793022418;;
E-MZANTSI MTHEMBU CLEANING AND DISTRIBUTION;119883484;;
RUG DOCTOR PRO;129916471;rugdoctor@telkomsa.net;
PEMSA TECHNOLOGIES (PTY) LTD;116097264;info@pemsa.co.za;
LYNX CHEMICALS CC;118875510;lynxsupply@polka.co.za;
WATCHARM SECURITY;730174043;ernests@watcharm.co.za;
ENCEE VISION;843559591;itricmachinda@ymail.com;
C I M;317008617;dbnreception@cim.co.za;
RATEL RISK SOLUTIONS;716414307;info@ratelrs.com;
QUSH SECURITY SERVICES;437221990;noleneharvey@telkomsa.net;
ACC GROUP (PTY) LTD;764866105;alidab@outlook.com;
PRESTIGE CLEANING SERVICES;117911085;;
RUMBROB INDUSTRIAL & MINING SUPPLIES;117604603;;
ABOVE AND BEYOND MARKETING;413602428;tudehope@eject.co.za;
NEW VISION CLEANING & PROJECTS;218455343;mandisa.maputsi6@gmail.com;
XTREME BUILDING CLEANING (DO NOT CALL);113141902;;
DUMOLIHLE SECURITY & CLEANING SERVICES;110391994;clemie12345@yahoo.com;
SSP CLEANING;217120409;;
NHLANHLA LESEGO'S TRADING & PROJECTS;786415771;nhlanhlamahlangu21@gmail.com;
SAWADOGO GENERAL TRADING;116147076;abu@sgtrading.co.za;
SWIFT CARPET RUG AND UPHOLSTERY CLEANERS CC;329460777;swift@telkomsa.net;
LYNX CHEMICALS CC;118875510;lynxsupply@polka.co.za;
ANGELS PROJECTS;738686838;nhangelsprojects@gmail.com;
WATCHARM SECURITY;730174043;ernests@watcharm.co.za;
MARLENE'S CLEANING ENTERPRISE;136927832;;
ENCEE VISION;843559591;itricmachinda@ymail.com;
IMBALANE CLEANING & PROJECTS;312010725;;
ACC GROUP (PTY) LTD;764866105;alidab@outlook.com;
MBOKOTHO CLEANING SERVICES;835597725;elliotqokela@gmail.com;
RECKITT BENCKISER SOUTH AFRICA (PTY) LTD;118711611;tersia.loots@rb.com;
NEW VISION CLEANING & PROJECTS;218455343;mandisa.maputsi6@gmail.com;
T S MARKETING;152231088;info@tsmarketing.co.za;
CLEAN SUPREME;825530325;ameldajvr@mweb.co.za;
NELA KAHLE 53 CC;357511744;nelakahle@telkomsa.net;
INDLOVUKAZI CLEANING SERVICES (PTY) LTD;783661759;ndlovu.bongiwe@rocketmail.com;
SHAEDA'S CLEANING SERVICES;112346987;shaedag@telkomsa.net;
TOP CLASS CLEANING SERVICES;715358428;discountpaving@telkomsa.net;
BELLA GARDENS (PTY) LTD;119161234;accounts@bellagardens.co.za;
ARCADIA DRY CLEANERS;123436040;;
CLEAN HOUSE;838997866;;
ORANGE OPERATIONS;317018245;office@orangeoperations.co.za;
IMBALANE CLEANING & PROJECTS;312010725;;
AUBERT PIPE & PROFILE SOLUTIONS;118233122;info@aubertpipesystems.co.za;
VERTICAL LOGIC ROPE ACCESS;728750278;;
OKAPI DRY CLEANERS;833976030;;
MBOKOTHO CLEANING SERVICES;835597725;elliotqokela@gmail.com;
SPRINGCLEAN QUEENS;219820130;;
TAGS CLEANING SERVICES;832523443;tagssuppliers@gmail.com;
ABOVE AND BEYOND MARKETING;413602428;tudehope@eject.co.za;
SUPER CHAR;824224211;;
CYRIS SERVICES CRIME SCENE CLEANING AND MORE;828012933;Chantal@ctscsa.co.za;
JUSTICE REMOVALS;732258472;mjusticetafirenyika@hotmail.com;
CLEAN SUPREME;825530325;ameldajvr@mweb.co.za;
HYDRO JETTING AND INDUSTRIAL CC;314664618;;
PRESTIGE CLEANING SERVICES;117960026;;
SHAEDA'S CLEANING SERVICES;112346987;shaedag@telkomsa.net;
NHLANHLA LESEGO'S TRADING & PROJECTS;786415771;nhlanhlamahlangu21@gmail.com;
ARGON SERVICES;114767914;mwpo7@telkomsa.net;
BELLA GARDENS (PTY) LTD;119161234;accounts@bellagardens.co.za;
CARPET AND CLEANING SPECIALISTS;793022418;;
LIWALAM TRADING CC;338189553;liwalamtrading@yahoo.com;
