A AND D CONTRACTORS CC;0363541360;roopajee@lantic.net;
REINFORCED EARTH (PTY) LTD;0117266180;andrews@recosa.co.za;louwtjie@recosa.co.za;
HATCH AFRICA (PTY) LTD;0219115823;info@hatch.co.za;
TSEBO FACILITY SOLUTIONS;0215958300;sstoffels@tsebo.com;
CONSTRUCTIVE CIVIL ENGINEERING (PTY) LTD;0448741150;cce@mweb.co.za;
OTB CONSTRUCTION (PTY) LTD;0176380080;otbcon@mweb.co.za;
MNJIYA CONSULTANTS ENGINEERS (PTY) LTD;0152914311;;
RONIL SINGH AND ASSOCIATES;0312629267;ronil@iafrica.com;
BOTES & KENNEDY MANYANO;0219754822;anne@africanconcrete.co.za;
MOROFF & K?HNE;0214348176;info@m-k.co.za;
DIHLASE CONSULTING ENGINEERS (PTY) LTD;0538613722;kimberley@dihlase.co.za;
TEAM DUZI BUILDING & CIVIL;0333307285;teamduzi12@telkomsa.net;
W B CIVILS;0219055869;tammy@wbcivils.co.za;
BROLL FACILITIES MANAGEMENT SA (PTY) LTD;0215912261;;
ISALULEKO PROJECT MANAGERS;0333461640;alfred.mchunu@isalulekoprojects.co.za;
STRATA CIVILS (PTY) LTD;0219057539;info@strata.co.za;
BATHATHU CIVILS CC;0219059131;bathathu@mhcivils.co.za;
WICTRA HOLDINGS;0219822861;wictra@workmail.co.za;
D A R TECHNICAL SERVICES;0277182233;dennis@ribicon.com;
F C S CIVILS;0219815717;fcscivils@telkomsa.net;
SFC ENGINEERS (PTY) LTD;0152971045;admin.polokwane@sfce.co.za;
MEKAN ENGINEERING SERVICES;0538324837;infobloem@mekanes.co.za;
SCRIBANTE CONSTRUCTION (EC) (PTY) LTD;0414847211;aldos@scribcon.co.za;
MARRACON CIVIL;0227722191;langebaan@marracon.co.za;
VIGAR AND ASSOCIATES CC;0333942076;dpv1lm@mweb.co.za;
WSP GROUP AFRICA (PTY) LTD;0514471586;martin.goosen@wsp.co.za;
SEDA CONSTRUCTION INCUBATOR;0315035225;info@seci.org.za;
EMPA STRUCTURES CC;0219791129;info@empa.co.za;
NAMIBIA CONSTRUCTION (PTY) LTD;064200508;ncschulz@iafrica.com.na;
KAIROS ENGINEERING;0832859165;reggier@kairosengineering.co.za;
ARENGO SIX;0118344913;;
KNIGHT HALL HENDRY (PTY) LTD;0129910557;mplichta@knightpiesold.com;
BOETIE VISSER GROUP;0155343361;pakama@tiscali.co.za;
R G CONSTRUCTION CC;061218498;rhgreeff@rgconstr.com;
W J CIVILS;0448870106;wouter@wjvn.co.za;
NMC NORTH (BLOEMFONTEIN);0514300499;roelof@nmc.co.za;
DDT CIVILS (PTY) LTD;0333431630;info@ddtcivils.co.za;
BASIL READ LIMITED;0215564372;speterse@basilread.co.za;
FLAGG CONSULTING ENGINEERS (PTY) LTD;0514361038;bloemfontein@flaggconsulting.co.za;
FLAGG CONSULTING ENGINEERS (PTY) LTD;0588132173;frankfort@flaggconsulting.co.za;
MOROFF & K?HNE;0214348176;info@m-k.co.za;
MULTI PROJECTS;0824912550;multiprojectswc@gmail.com;
C A HOLDINGS;0219872089;caholdings.arendse@gmail.com;
BINNINGTON COPELAND & ASSOCIATES (CAPE);0216891538;bcacape@bca.co.za;
CLAASSEN AURET (PTY) LTD (CAPE);0215550940;nancy@cai.co.za;
SELATILE MOLOI CONSULTING ENGINEERS;0514300542;semo@telkomsa.net;
THYS VAN ROOYEN CONSULTING;0283130378;thys@hermanus.co.za;
EMPAZOL DISTRIBUTORS;0117083513;empazol@telkomsa.net;
MOGOLOLA MOKOKA & ASSOCIATES;0123442970;;
BRINK AND HEALTH CIVILS;0277181895;roelof@nmc.co.za;
HILLARY CONSTRUCTION (PTY) LTD;0152931221;admin@hillary.co.za;
BOTES & KENNEDY MANYANO (PTY) LTD;0277121144;info@botes-kennedy.co.za;
T H M ENGINEERS;0514475689;office@thm.co.za;
TVR CONSTRUCTION;0437450330;info@tvrgroup.co.za;
DU PLESSIS STEPHEN GRONDVERSKUIWING;0229213305;accounts@allandale.net;
BERGVILLE ENGINEERING;0364482785;bergvilleng@live.co.za;
BOTES & KENNEDY MANYANO (PTY) LTD;0748869024;;
C P S PROJECTS (PTY)LTD - BAYHEAD(DURBAN);0314664396;cpsprojects@mweb.co.za;
PHAMBILI CIVILS;0448746341;phambili@phambilicivil.co.za;
CLINKSCALES MAUGHAN-BROWN (SOUTH) (PTY) LTD;0448741511;;
B I P CONSULTING ENGINEERS (POLOKWANE);0152914217;info@bipconsult.co.za;
AMSTEELE SYSTEMS (PTY) LTD;0215347340;info@amsteele.com;
METRIC ENGINEERING (PTY) LTD;0215114538;info@metricsa.com;
SIVEST SA (PTY) LTD;0357892066;minal@sivest.co.za;
MFINGO DEVELOPMENTS CC;0837259671;mfingo06@gmail.com;
A G R NATIONAL TRAINING CC;0217971469;agr@netactive.co.za;
MAGARULE CIVIL;0113122807;hendrickt@magarule.co.za;
S C CONTRACTORS;0488814639;admin@sccontractors.co.za;
GAVIN R BROWN & ASSOCIATES;0312025703;gavbrown@global.co.za;
ZAMUVUKA CONSTRUCTION;0536930674;zamuvuka@gmail.com;
DE KOCK & PARTNERS ENGINEERS;0218642203;;
TATE BUSINESS SERVICES (PTY) LTD;0824720696;tatemoyahi@yahoo.com;
NDLOVU NGONYAMA (PTY) LTD;0118684773;sndlovu@ndlouvng.co.za;
MASHI TRANSPORT & CONSTRUCTION SERVICES CC;0123798318;mashi@absamail.co.za;
RAUBEX;0514062000;jaco.l@raubex.com;
BOITSHOKO ROAD SURFACING & CIVIL WORKS;0119084589;info@boitshoko.com;
KNIGHT PIESOLD;0157810839;phalaborwa@knightpiesold.com;
CAPE AGULHAS CIVILS CC;0284252556;cac@isat.co.za;
MARIO MEANO ENGINEERING CC;0117383805;;
MATLABOPI FOODS (PTY) LTD;0184691578;fvn@road-pave.com;
MATLABOPI FOODS (PTY) LTD;0184691578;fvn@road-pave.com;
DYNAMIC INTERGRATED;0183840414;;
THOTO & THOTO PRINTERS & PROJECTS CC;0154911285;thotoprojects@webmail.co.za;
TGS CONCEPTS;0218755652;accounts@m-steel.co.za;
W J CONSTRUCTION;0355901464;wjconstr@iafrica.com;
THEMOLO BUSINESS ENTERPRISE;0129987869;wisaneh@themolo.co.za;
ROADMAC SURFACING;0514300404;info@rmsg.co.za;
POSTMASBURG ENGINEERING (PTY) LTD;0533131461;pmgengin@gmail.com;
VUKUZENZELE BOUKONTRAKTEURS;0543313671;carmen.humphreys@yahoo.com;
NAKO ILISO CONSULTING ENGINEERS;0415823056;ilisope@iliso.com;
R N B ENGINEERING (PTY) LTD;0219050667;ntape@rnb.co.za;
CIVTEK CIVIL ENGINEERING CONTRACTORS CC;0114222222;sonja@civtek.co.za;
TEROBIDI ENGINEERING;0187862200;info@terobidi.co.za;
RUDNAT PROJECTS CC;0586222800;rudnat@isat.co.za;
STRATA CIVILS;0414632770;deon@strata.co.za;
GODIMONG CONSULTING ENGINEERS;0183811478;info@godimong.com;
CORNFIELD CONSTRUCTION (PTY) LTD;0216921107;nigel@corncon.co.za;
LUWANDA CIVIL CONSTRUCTION;0722233169;victorpretorius0@gmail.com;
MOFOMO CONSTRUCTION CC;0573552306;admin@mofomo.co.za;
K K A CONSULTING ELECTRICAL ENGINEERS CC;0118871644;admin@kka.co.za;
MATLA QUANTITY SURVEYORS (PTY) LTD;0123688326;info@matlaqs.co.za;
Q S SAM & ASSOCIATES;0358703692;admin@qssam.co.za;
NAKO CONSULTING ENGINEERS;0437211587;ilisope@iliso.com;
SANSPAR ENGINEERING SALES (PTY) LTD;0215110283;info@sanspar.co.za;
BOPHELONG CONSTRUCTION (PTY) LTD;0117933681;info@bopcons.co.za;
INHLAKANIPHO CONSULTANTS CC;0137526954;info@inhlakanipo.co.za;
IKHAMPASI CONSTRUCTION CC;0217039497;ikhampasi@gmail.com;
S N A CIVIL & STRUCTURAL ENGINEERS (PTY) LTD;0128420000;scheepers.b@sna.co.za;
KIM-ROADS CC;0538410202;kimroads@inext.co.za;
APHANE CONSULTING CC;0119076700;admin@aphane.co.za;
VILJOENSKROON BEARING WORKS;0563430807;vjkbearingworks@viljoenskroon.co.za;
ESCONGWENI ENGINEERS;0315125040;sibonelos@escogweni.co.za;
PAXAIR PROJECTS;0152962059;pelo.ntlokwe@gmail.com;
FRADAN CIVILS;0824951339;frankfradancivils@gmail.com;tinafradancivils@gmail.com;
CHRYSELDA BUILDING CONSTRUCTION;0137533732;bonny@chryselda.co.za;
RIGAMANI CONSTRUCTION (PTY) LTD;0116936059;nyana@telkomsa.net;
THOKO CONSULTING ENGINEERS;0827808658;thokoconsulting@gmail.com;
C S V CONSTRUCTION;0218420013;office@csvconstruction.com;
R C CIVILS;0212012845;info@rccivils.co.za;
RUWACON (PTY) LTD;0514030400;info@ruwacon.co.za;
MZANSI AFRICA CIVILS;0118863373;mzansi@mzansiafrica.co.za;
MONOKOTSHWAI MAINTENANCE SERVICES;0117401960;Monokotshwai@gmail.com;
PIPE JACK GAUTENG (PTY) LTD;0118233230;pipejack@telkomsa.net;
P N J PROJECTS;0172000588;pnjpro@tiscali.co.za;
MOL PRO CONSULTING (PTY) LTD;0514488092;admin.bloemfontein@molprocon.co.za;
NEW ADVENTURE PLANT HIRE & CIVILS;0446205104;info@naplanthire.co.za;
LULENCO PLANT HIRE (PTY) LTD;0219721904;info@lulenco.co.za;
RIKO CIVIL CONTRACTOR;0544410111;;
SGS MATROLAB (PTY) LTD;0117409410;;
HARROGATE PROJECTS CC;0113126555;;
KANTEY & TEMPLER;0443820400;gailc@kanteys.co.za;
MONT CONSULTING ENGINEERS;0155160095;admin@montce.co.za;
W S M LESHIKA (PTY) LTD;0129976760;tshwane@wsmleshika.co.za;
AFRI-INFRA GROUP (PTY) LTD;0123461848;banie@afri-infra.com;
MADONDO-HUGHES CONSTRUCTION CC;0315632383;admin@madondo_h.co.za;
GREYMO CONSTRUCTION CC;0219051161;greymo@kingsley.co.za;
JA RUTKIEWICZ CONSULTING STRUCTURAL & CIVIL ENGINEERING;0118805770;jar@jrce.co.za;
NADESON CONSULTING SERVICES;0227135057;bandrews@nadeson.net;
INYAMEKO TRADING 148 CC;0317028739;inyameko14@mweb.co.za;
ABJOY DEVELOPMENT SERVICES CC;0312010147;abjoy2@iburst.co.za;
MANASI CIVILS;0155164067;antman@lantic.net;
MOSOMO CONSULTING CIVIL ENGINEERS (PTY) LTD;0153072669;civil@mosomo.co.za;
V B L CONSULTING ENGINEERS CC;0152970397;vbling@mweb.co.za;
GILL & ASSOCIATES;0183812931;0538320889@efg.co.za;
GILL & ASSOCIATES;0538313438;0538320889@efg.co.za;
DRENNAN MAUD (PTY) LTD;0312018992;info@drennanmaud.com;
STEFANUTTI STOCKS MARINE A DIVISION OF STEFANUTTI STOCKS (PTY) LTD;0213862610;marine@stefstocks.com;
NAMAKWALAND KONSTRUKSIES;0543312845;marius@namkon.co.za;
NEWPORT PLANT HIRE;0414632819;admin@newportplant.com;
ABC CIVILS;0283132110;abc@imaginet.co.za;
PHUMELELA AFRICA PROFESSIONAL ENGINEERS (PTY) LTD;0117893727;info@phumaf.co.za;
FT CONSULTANTS;0137528523;reception@ftconsultants.co.za;
SYDWELL SHABANGU PROJECTS;0116804119;admin@ssprojects.co.za;
L S L CONSULTING (PTY) LTD;0102760222;lslteck@global.co.za;
L S L CONSULTING (PTY) LTD;0102760222;lslteck@global.co.za;
CORKON (PTY) LTD;0229312847;info@corkon.co.za;
D M V LIMPOPO (PTY) LTD;0153071268;dmvtzan@mweb.co.za;
TRIZ ENGINEERING SOLUTIONS (PTY) LTD;0219701500;info@trizengineering.com;
NEW ENTITY PROJECTS;0219811731;info@nep.za.com;
REITECH SA;0217098140;info@reitech.co.za;
RAWLINS WALES & PARTNERS;0216740870;cape@rwp.co.za;
DURANT CIVILS (PTY) LTD;0317677260;admin@durant.co.za;
IBIS ENGINEERING MERCHANTS CC;0415816850;info@ibisem.co.za;
METEOR ENGINEERING CC;0184693634;Meteor@lantic.net;
MASAKHEKULUNGE PROJECT MANAGERS;0393120856;admin@masakhekulunge.co.za;
M B B CONSULTING SERVICES (EC) INC;0466227223;mbbgst@imaginet.co.za;
B B M M ROAD CONSTRUCTION;0113961725;bbmm@wol.co.za;
HEURLIN SFI;0437363292;norlandgroup@norland.co.za;
MOPANI FLYING SQUAD AND ALARM RESPONSE;0157812177;mfsarcompany@gmail.com;
KAYAD KNIGHT PIESOLD (PTY) LTD;0215550400;info@kayad.com;
NEILL ZAAIMAN CONSTRUCTION CC;0215936087;kim@nzc.co.za;
ZULUCIVILS CC;0357512754;zulucivils@saol.com;
MASIBUYISANE SERVICES CC;0136564364;;
T R S CONSTRUCTION;0218627186;admin@trscon.co.za;
KASCOR ENGINEERING;0116143329;kascorengineering@gmail.com;
KIJIMA CONSTRUCTION;0176324292;admin@kijimaconstruction.co.za;
MAGEZA AND SONS CONSTRUCTION CC;0363527597;;
EDIFICE CONSULTING ENGINEERS;0219199405;info@edifice.co.za;
KAYLEE'S CIVIL & PLANT HIRE (PTY) LTD;0315053396;kayleescivil@mweb.co.za;
TSEKEMA CONSULTING ENGINEERS (PTY) LTD;0114750441;tsekema@mweb.co.za;
ACTION BUILDING & CIVILS;0324591667;actionbuild@telkomsa.net;
ART WELDING & ENGINEERING;0446951582;artwelding@gmail.com;
MOLAPO MOTLE ENTERPRISE & CONSTRUCTION;0152977594;motlemotle@telkomsa.net;
SAIBA ENGINEERING CC;0319043225;nr@se59.net;
T V M KONSTRUKSIE;0285142975;info@tvmcivils.co.za;
NAVI PROFESSIONAL CONSULTING;0152911756;admin@naviprofessional.co.za;
Magl Engineering Maintenance & Projects;0357872956;magl.engineering@telkomsa.net;
RAMBLE MALONE ELECTRICAL ENGINEERS CC;0317645713;info@ramblemalone.co.za;
BARNIES KONSTRUKSIE;0573882481;planthire@civilconstr.co.za;
BALEMI CIVILS (PTY) LTD;0123272502;balemi@telkomsa.net;
OUTENIQUA LAB (EC) CC;0414512464;agovender@outeniqualab.co.za;
KT IVORY HOLDINGS (PTY) LTD;0158122706;;
CVG PROJECT & DEVELOPMENT CONSULTANTS (PTY) LTD;0137532705;cvg@cvgroup.co.za;
TSHINO CONSULTING ENGINEERS CC;0152914769;info@tshino.co.za;
L AND S CONSULTING (PTY)LTD;0114634020;tillie@lsgauteng.co.za;
S A INSTITUTION OF CIVIL ENGINEERING;0118055947;civilinfo@saice.org.za;
A D L CONSTRUCTION & LABOUR SERVICES CC;0176323598;info@adlconstruction.co.za;
KGATO PROJECT MANAGEMENT;0514309815;;
PLATINUM TRADING;0437221200;reception@platiumtrading.co.za;
AMSTEELE SYSTEMS;0112448000;;
IBHONGO CONSULTING CC;0313242200;nompumelelo@ibhongo.co.za;
MARTINI BROTHERS;0116157580;;
ERD FAB (PTY) LTD;0169714478;naledi@erdfab.co.za;
M D M ENGINEERING;0119934300;theresa@mdm-engineering.co.za;
KANTEY AND TEMPLER;0214059600;info@ct.kanteys.co.za;
MANONG & ASSOCIATES (PTY) LTD;0214235238;manong@iafrica.com;
INYANI CIVIL WORKS AND PLANT HIRE CC;0448735500;admin.inyani@mweb.co.za;
TOWN & AROUND CIVILS CC;0396791009;enquiries@taccc.co.za;
LASERFAB CC;0114027949;lasefab@global.co.za;
DON CIVILS;0437483002;info@doncivils.co.za;
WEST ENGINEERING (PTY) LTD;0113162532;sales@west-engineering.com;
KINGSWAY CIVIL (PTY) LTD;0114961754;reception@kingswaysa.co.za;
CIVIL ENG & BUILD;0317672561;grant@civeng.co.za;
THOKO CONSULTING ENGINEERS (PTY) LTD;0313037001;admin@thokoengineers.co.za;
WAYLEAVE & PERMITS;0124401163;admin@wayleaves.co.za;
BUYA NEMPUMELELO TRADING & PROJECTS;0118698791;buyanempumelelotap@gmail.com;
SJEKULA 9671 GROUP;0319172000;info@sjekulagroup.com;
INFRACONSULT ENGINEERING CC;0118738126;infraconsult@infraconsult.co.za;
INITIO EARTH SCIENCES CC;0117954007;admin@iesciences.com;
CARRYON PROJECTS CC;0118697688;info@carryonprojects.co.za;
BIE INTERNATIONAL ENGINEERS (EDMS) BPK;0114772212;byron@bie.co.za;
SIMUNYE MAINTENANCE;0314684655;jeevagovender1@gmail.com;
E G AFRICA CONSULTING ENGINEERS;0129930500;egpta@mweb.co.za;
PHATWE CONSULTING ENGINEERS;0145942912;phatwe@telkomsa.net;
MINATHI CONSULTING;0357531258;info@minathi.co.za;
VICICON PROPERTY DEVELOPMENT (PTY) LTD;0125486027;;
BWK PROJECT MANAGEMENT & CIVILS;0312625856;bkhuluse@bwkprojects.co.za;
J J P SA ENGINEERING (PTY) LTD;0169765877;michael.gomes@jjpsa.com;
NECKMAY TRADING ENTERPRISES;0159652205;;
Smec S A (Pty) Ltd;0152961138;polokwane@smec.com;
FUTHI CIVILS;0355918033;;
CONSOLV CONSULTING ENGINEERS CC;0137449955;;
WHITE HAZY BUILDING CONSTRUCTION;0137523284;;
FARCI TRADING;0437263451;mash73@mail.com;
KUHLEN TRADING ENTERPRISE;0325330328;admin@kuhlen.co.za;
BSL MPUMALANGA CONSULTING ENGINEERS CC;0824550657;bsl@bc.co.za;
HENSAL CIVIL CONSTRUCTION MPUMALANGA (PTY) LTD;0137553612;hensal@mwebbiz.co.za;
ENGINEERING & ALLIED DISTRIBUTORS (OFS) CC;0573962811;eljo@telkomsa.net;
TSWELOKGOTSO TRADING ENTERPRISE;0118965943;;
J G AFRIKA (PTY) LTD;0413908700;portelizabeth@jgaafrika.com;
LETTAM BUILDING & CIVILS;0113945179;;
J S T CONSTRUCTION;0145926837;;
CHIDAYA CONSULTING ENGINEERS;0137523702;info@chidaya.co.za;
QUALITY VALVES & ENGINEERING CC;0317056001;amos@ive.co.za;
MILRAN ENGINEERING;0573528692;lmwalt@vodamail.co.za;
HENBRO ENGINEERING SERVICES;0163656533;hendy.nkosi@henbro.co.za;
SELATILE-MOLOI CONSULTING ENGINEERS CC;0538615841;semo@telkomsa.net;
DUX CONSULTING ENGINEERS;0152988462;dce@duxconsulting.co.za;
NHLENGANI ENGINEERS (PTY) LTD;0152914982;admin@nhlengani.co.za;
LICHENRY CONSTRUCTION (PTY) LTD;0164241122;carmia@lichenry.com;
ECA CONSULTING;0349832825;vryheid@ecaconsult.co.za;
2 MC CONSULTING ENGINEERS;0169404157;tb@702mail.co.za;
CONCORDE ENGINEERING;0118738684;cugnoandsons@mweb.co.za;
COSMO CONSTRUCTION AND CIVICS CC;064221260;cosmos@iway.na;
READIRA REFUSE SERVICES;0137513030;admin@readira.org;
LNJ SIVIELE KONSTRUKSIE;0446920017;;
KEVIN JAY KISTEN (PTY) LTD;0315395301;kevinjkisten@gmail.com;
G M CONSTRUCTION;0437266381;gmcon@telkomsa.net;
SHIKWAMBANA SITHOLE AND ASSOCIATES;0157817733;;
EMZANSI ENGINEERS (EDMS) BPK;0333451853;;
FRASER ALEXANDER (PTY) LTD;0119293600;liliang@fraseralexander.co.za;
KENCO ENGINEERING (PTY) LTD;0157811195;projects.kenco@lantic.net;
SILVER SOLUTIONS 3392 CC;0219040986;hnj@telkomsa.net;
PHEZULU CONSTRUCTION;0317002446;phez@iafrica.com;
W S M LESHIKA CONSULTING;0152961560;polokwane@wsmleshika.co.za;
W S M LESHIKA;0154914756;mokopane@wsmleshika.co.za;
JN MOSIME CONSTRUCTION;0183846394;mosime05@telkomsa.net;
L M CONSTRUCTION;0829646862;;
Bloch Quarmby Higgs;0315630050;bqh@quantitysurveyor.co.za;
MEETSE CIVILS AND CONSTRUCTION;0152963335;rumblek@tds.co.za;
SINOTHO CIVILS;0317012716;sinothocivils@telkomsa.net;
MAMOLOKO CONTRACTORS CC;0154832259;evamaputla@yahoo.com;
KONKE CIVIL AND SURVEYING;0358703951;wisemanikhakhane@yahoo.com;
NEETHLING J STAAL KONSTRUKSIE;0236162520;jni@lando.co.za;
GEOPLAN LABORATORIES NORTH (PTY) LTD;0114771045;geoplan@mwebiz.co.za;
GENESIS CIVILS;0413722113;;
IZINGALABEZI CONSULTING ENGINEERS;0357721211;info@izingalabezi.co.za;
ENCON INTERNATIONAL (PTY) LTD;0123475013;remy@encon.co.za;
LOB GROUP (PTY) LTD;0125251112;;
KWAGGA ROADS CONSTRUCTION & MAINTENANCE (PTY) LTD;0114720996;;
LUMAR ENGINEERING CONSULTANTS;0152911657;lukhulenimr@lumar-consulting.co.za;
CAPE KEI CONSTRUCTION;0437402770;;
ASHILA BUILDING & CIVILS;0349821355;admin@ashila.co.za;
EYESIZWE CONSULTANTS;0137443160;;
UMZALI CIVILS (PTY) LTD;0218813152;info@umzalicivils.co.za;
ND KUVERJEE CIVIL AND STRUCTURAL CONSULTANTS;0118695924;;
SUPERWAY CONSTRUCTION;0118024378;;
CIVIL PROJECTS ENGINEERS;0114428555;mail@civilproject.co.za;
CIVILCRAFT CONSULTING ENGINEERS;0126601563;admin@civilcraft.co.za;
H T CIVILS;0315642376;info@htcivils.co.za;
BART SENEKAL INC;0218838710;info@bs-inc.co.za;
IMVUSA TRADING 595 CC;0317013344;info@sibcon.net;
TELESCOPIC INDUSTRIES CC;0119170328;;
PHETOGO PROJECT MANAGEMENT & ENGINEERS;0514472077;;
SPHANDILE TRADING ENTERPRISE;0119073554;nomama.mbatha@sphandile.co.za;
DANGALAZA GENERAL TRADING;0137942734;;
BOKSAN PROJECTS CC;0113162172;jerty@boksan.co.za;
OMEGA CIVILS (PTY) LTD;0415814940;pe@omegacivils.co.za;
MANDLETHU PROJECTS & ASSOCIATES (PTY) LTD;0312660131;admin@mandlethuprojects.co.za;
MAR-VAN ENGINEERING CC;0122500323;admin@marvaneng.co.za;
SCHOEMAN & PARTNERS;0122520458;;
IMPOFU ENGINEERING SERVICES;0117941997;;
SPK ENGINEERS;0357897161;patrickk@spkengineers.co.za;
BELL'S CONSTRUCTION CC;0117637210;Admin@bellsconstruction.co.za;
SCRIBANTE CONSTRUCTION (PTY) LTD;0357974716;romeo@Scribanteconstruction.co.za;
AVELLINO ROCK DRILL SUPPLIES (PTY) LTD;0126538722;avellino@avellinorockdrill.co.za;
CMS WATER ENGINEERING CC;0184733236;cmswater@telkomsa.net;
BAY CITY TRADING 425 CC;0116093800;nancyr@telkomsa.net;
S N A CIVIL & STRUCTURAL ENGINEERS (PTY) LTD;0357897105;pmb@sna.co.za;
HURWORTH M & ASSOCIATES CC;0217626290;admin@mha-engineers.co.za;
MARGATE CONSTRUCTION CC;0396855456;margateconstruction@gmail.com;
D J SASS CONSTRUCTION;0443851285;sassdudley@gmail.com;
EDZANI COMMUNITY DEVELOPMENT & CONSULTANCY;0159692001;edzisani@edzanicdc.com;
ATLANTIS CORP;0219144388;info@atlantiscorp.co.za;
ICON CONSTRUCTION (PTY) LTD;0873501400;iconcon@mweb.co.za;
STRUCTALL;0317654000;structallcivils@gmail.com;
TAWANA BUSINESS PROJECT (PTY) LTD;0114441098;khozao@tawana.biz;
S C CONTRACTORS;0488814639;charnelle@thebuildersblock.co.za;
DIMAKOTSO CONSTRUCTION;0145965687;;
LEBAKA CONSTRUCTION (PTY) LTD;0153072344;teddy@lebakaconstruction.co.za;
D B C CONSTRUCTION CC;0219769292;andre@dbcconstruction.co.za;
NAKO ILISO;0861545476;;
NAKO ILISO;0861545476;;
OPT-X PROJECT MANAGEMENT (PTY) LTD;0215587557;admin@opt-x.co.za;
LEJAMO CONSTRUCTION CC;0437308954;andymoss@imaginet.co.za;
STEDONE CIVILS;0317130737;info@stedone.co.za;
RADON PROJECTS (PTY) LTD;0128038761;admin@radon.co.za;
J N M CONSTRUCTION CC;0118275745;jnmcon@mweb.co.za;
PHAKAMILE INVESTMENT;0137525267;;
INDUMENI TRADING;0342123134;indumenitrading@gmail.com;
INTEGRATE STRUCTURAL & CIVIL ENGINEERING;0219137353;leon@isce.pro;
SINAYO CIVIL CONTRACTORS CC;0219050727;;
SHARMAN CONSULTING ENGINEERING;0317645497;sharmanconsulting@gmail.com;
NONGAFA TRADING ENTERPRISE CC;0313094316;ntombifuthici@gmail.com;
MOTSENG INVESTMENT HOLDINGS;0112678000;;
DOWN TO EARTH CIVILS CC;0118498394;admin@dtecivils.co.za;
ARCTECH ENGINEERING SERVICES CC;0117946056;arctech-eng@mweb.co.za;
ALPHA CIVIL;0233476415;alphacivil@alphacivil.co.za;
THE KINGS ENGINEERING;0153075836;;
RHICON PROJECTS CC;0118676018;info@rhicon.co.za;
BPCR TRADING ENT;0118181222;;
BPCR TRADING ENT;0118181222;;
4 ARROWS MINING & ENGINEERING;0514076600;info@4am.co.za;
AFMECH ENGINEERING CC;0343153104;afmech@telkomsa.net;
ELLIS ENGINEERING;0163620643;;
TM CONSULTING CIVIL ENGINEERS CC;0152963225;;
PRAXOS 373 CC;0312096014;info@praxos373.co.za;
D S R CONSTRUCTION;0137525173;;
CCS CIVILS;0414536276;;
COURTESY CATERS MANAGEMENT CC;0152963054;;
ABLON CONSTRUCTION;0573521081;;
J L THUSI BUILDING CC;0357975002;jlthusibuilding@webmail.co.za;
