ACKER BOUERS;283163456;acker1@telkomsa.net;
G P PROSTAR ELECTRICAL;824616203;gpprostar@vodamail.co.za;
ESKOM HOLDINGS SOC LTD;825789614;;
WC AUTOMATION & MAINTENANCE SYSTEMS;218628901;wilma@wcautomation.co.za;
EKO ARGON ELECTRICAL;219820292;ekoargonelectrical@telkomsa.net;
MAITLAND PLUMBING SERVICES;215114584;swartzjj@mweb.co.za;
S R ELECTRICAL CONTRACTORS CC;117041686;;
B COETSEE & SONS ELECTRICAL & PLUMBING;123294585;bcoetsee@telkomsa.net;
K MPHAK'S ELECTRICAL CONSTRUCTION CC;152638908;info@mphaks.co.za;
E W R ELECTRICAL CC;414863366;ewr-greg@telkomsa.net;
BLOEMHOF ELECTRICAL BK;219492595;;
S F S ELECTRO SERVICES CC;217056398;;
REUTECH SOLUTIONS;116525555;reutechsolutions@reutech.co.za;
Pinetown Electrical Contractors;317002000;pineelect@telkomsa.net;
RICMATRADE;218537301;ricamatrade@telkomsa.net;
VOS ELECTRICAL CONTRACTORS;218514884;voshs@mweb.co.za;
BILL'S ELEKTRIES;518532190;merien@billselektries.co.za;
E M & C ELECTRICAL SERVICES;119182995;emc@wol.co.za;
GAS-ELEKTRIK (EDMS) BPK;287132466;gaselektrik@telkomsa.net;
BRANDSEN EN SMIT ELEKTRIES;824488854;dcbelek@absamail.co.za;
UMHLANGA ELECTRICAL;315621501;umhelectrical1@gmail.com;
VAN DER MERWE;224871811;info@vdmelektries.co.za;
ELECTRO TRUST;514488770;johan@electrotrust.co.za;
ACM ELEKTRIES & ELEKTRONIES;827709040;speedworld@yebo.co.za;
MACLIN POWER FENCING;153080021;maclin@mweb.co.za;
K K A CONSULTING ELECTRICAL ENGINEERS CC;861112560;;
B & W INSTRUMENTATION & ELECTRICAL (PTY) LTD;119071663;bwie@bwie.co.za;
BUSH ELECTRIC CC;218634948;bushelectric@telkomsa.net;
POWER CONNECTION;437260622;jeeva@powerconnection.co.za;
DMC DEVELOPMENTS;448710593;info@dmcdevelopments.co.za;
EAST COAST ELECTRICAL CC;414514916;bevis@501.co.za;
HI-POWER ELECTRIC (PE) CC;543324553;hpower@mweb.co.za;
EAST COAST ELECTRICAL CC;414514916;bevis@501.co.za;
RHYFORD ELECTRICAL MAINTENANCE PROJECTS (PTY) LTD;165812445;lenkwemalema@gmail.com;
MAVULANDLELA TRADING ENTERPRISE;125494531;mavulandlela@gmail.com;
FRANSCHHOEK MASTER BUILDERS;218762405;f-meesterbou@mweb.co.za;
A N Z ELECTRICAL;448700366;anz@mtnloaded.co.za;
CHARLES' ELECTRICAL;562123765;charles@charleselec.co.za;
MIKOVHE ELECTRICAL & TRAINING PROJECTS;119802723;info@mikovheelectrical.co.za;
STANLEY ELECTRICAL (PTY) LTD;217621008;;
INJONGO CONSTRUCTION;215910945;info@injongoconstruction.co.za;
LESCO MANUFACTURING (PTY) LTD;116137417;sales@lescosk.co.za;
POINT BLANK CONSTRUCTION;227421026;herman@pbcon.co.za;
VINNIES ELECTRICAL CONTRACTORS;118822546;info@vinnie.co.za;
G H N DUNCAN CC;227722269;mwjudyd@mweb.co.za;
KOBUS DUVENHAGE BOUERS;825780909;minessa@kdbuild.co.za;
ALLYS ELECTRONET WORKS;152923232;mwmakera@mweb.co.za;
SWIFT PLUMBING & ELECTRICAL;137523722;lizelle@swiftgroup.co.za;
INEXMA ELECTRICAL;218872067;mail@inexma.co.za;
SUNBURST ELECTRICAL;114358500;etiennek@sunburstelectric.co.za;
AUTOMATION TECHNIQUES;114521511;jhb.@automation.co.za;
B C BOUAANNEMERS;514332949;;
HUGE ELECTRICAL (PTY) LTD;738510704;hugelectrical@gmail.com;
HUGE ELECTRICAL (PTY) LTD;738510704;hugelectrical@gmail.com;
ROELOF ELEKTRIES;147554173;roelofelektries@gmail.com;
ATHLONE ELECTRICAL;315646144;zeles@mweb.co.za;
PEST CONTROL SPECIALIST;396951505;pest.southcoast@gmail.com;
CONDOR SALES & SERVICE;573555444;;
M & A ELECTRICAL;573981441;maelec@internext.co.za;
MACHAS ELECTRICAL;117281231;machase@telkomsa.net;
PRECISION ELECTRICAL;811296286;;
Etiennes Electrical;117868144;etienneselectrical@absamail.co.za;
DESIGNER CABLES (PTY) LTD;118051136;;
J AND T SWITCHGEAR AND ELECTRICAL SERVICES BK;118114783;jtswitchgear@mweb.co.za;
DRAIN SURGEON;123421860;info@drainsurgeon.co.za;
DE KOCK AND CRONJE MV SWITCHGEAR;219827724;;
T R S CONSTRUCTION;218627186;admin@trscon.co.za;
BTN ELECTRICAL;137440428;;
APPLIANCE CARE & ELECTRICAL;184621472;appliancecare@telkomsa.net;
HAUSMANN EARTHING;119791955;info@hausmann.co.za;
ROBBIES ELECTRICAL;145521221;robbieselectrical@mweb.co.za;
MITCHELL CONSTRUCTION;836522372;;
BUBEZI CONSTRUCTION;137415148;leonbairddev@saft.co.za;bubezi@webmail.co.za
LABORIS PUMPS & ELECTRICAL;123268552;;
F F ELECTRICAL CC;152961892;;
RAMBLE MALONE ELECTRICAL ENGINEERS CC;317645713;info@ramblemalone.co.za;
N C ELECTRIC;64202408;nc_elect@iway.na;
SELKIRK & SELKIRK ELECTRICAL ENGINEERS;218525095;richard@selkirkandselkirk.co.za;
WATTS ELECTRICAL;215311351;wattselec@iafrica.com;
EXODUS PROJECTS CC;136501964;wizardsigns@telkomsa.net;
M T BUILDERS;216961163;info@mt-builders.co.za;
EDEN ELECTRICAL SERVICES CC;448742200;edenelectrical10@gmail.com;
ELECTRICAL CONNECTION THE;214222502;kaplans@ct.stormnet.co.za;
EPS AUTO ELECTRICAL;176380968;;
COLDEX (PTY) LTD;213851020;yolande@coldex.co.za;
WEE CEE ELECTRIC;536313751;weecee@deaarnc.co.za;
ISIDINGO ELECTRICAL (PTY) LTD;119017905;;
BMK ELECTRICAL CC;116567845;bmkelectrical@mweb.co.za;
J J DEMPERS (EDMS) BPK BOUKONTRAKTEURS;218721608;jjdempers@telkomsa.net;
ETN TECHNICAL SERVICES CC;65231540;etntechnical@gmail.com;
ELECTRIC MANN CONTRACTORS CC;313031568;emann@iafrica.com;
TERMA ELECTRICAL;132309949;terma@lantic.net;
BUYA NEMPUMELELO TRADING & PROJECTS;118698791;buyanempumelelotap@gmail.com;
N & W CONSTRUCTION & PROJECTS;110465416;chrisslver1@yahoo.co.uk;
TIMS ELECTRICAL SERVICES CC;215564886;vel@timelectric.co.za;
J E H ELECTRICAL;215570679;admin@jehelectrical.co.za;
EARTH M ELECTRICAL;123321330;emelec@mweb.co.za;
SWART WF CC;218537514;wfswart1@gmail.com;
SEDIBA ELECTRICAL;147635244;sedibaelectrical@telkomsa.net;
GEN ASSIST;219452739;linda@gen-assist.co.za;
GORDONIA SONKRAG;543323061;;
FISH HOEK ELECTRIC CC;217826020;ropath@telkomsa.net;
MOUNT SYNOTT ELEKTRIES;274822003;wittesburger@gmail.com;
J A IMMELMAN ELEKTRIES (PTY) LTD;236266910;immelman_elek@lando.co.za;
CIVIL DEVELOPMENT CONSULTANTS;218543404;civdev@telkomsa.net;
KENDAL POWER STATION;136479111;;
MIDWIT ELEKTRIES;132432169;midwitt@telkomsa.net;
TAGZ ELECTRICAL;333421467;tagselectrical@telkomsa.net;
VASCONEX (PTY) LTD;219114464;vasconex@gmail.com;
SOMERSET ELECTRICAL CC;218521757;chris27vdberg@gmail.com;
ZURCHER'S ELECTRICAL & ELECTRONICS CC;414510711;;
DUAL AIR;437261662;dualair@aerosat.co.za;
KHULANATHI ELECTRICAL;325339222;ganashn@telkomsa.net;
DMMR ELECTRICAL ENGINEERING;137449312;technical@dmmr.co.za;
VULA ENERGY (PTY) LTD;413654701;;
SIMON'S ELECTRIC;284241305;simonselectric@telkomsa.net;
QUIL CONSTRUCTION & PROJECTS CC;114401433;info@quilcon.co.za;
MAMOLOKO CONTRACTORS CC;154832259;evamaputla@yahoo.com;
E S ELECTRICAL;315054145;info@eselectrical.co.za;
LIZAFORCE ELECTRICAL LIGHTING & PREPAID;314018557;patrick@lizaforce.com;
J & B MECHANICAL;535410153;;
FUNGANI ELECTRICAL CC;117432643;fungani@xconnect.co.za;
RAYLEC ELECTRICAL SERVICES;64221863;;
SJ SILUMA ELECTRICAL & PLUMBING CC;145555201;;
AMLEC ELECTRICAL CC;215525463;capetown@amlec.co.za;
ZIZAMELE ELECTRICAL;317022399;;
ELECTROTECH ELECTRICAL;315022661;info@electrotechelectrical.co.za;
BEL-MAR ELECTRICAL;448708546;christobouwerbelmar@gmail.com;
SIEMOTECH PTY LTD;132462614;;
AMP'D ELECTRICAL CONTRACTORS;833877928;ampdd@telkomsa.net;
BOETA'S ELECTRICAL;514484447;;
FREW CONSTRUCTION;445335976;n2frew@iafrica.com;
AUSTRIA ELECTRIC;317658330;sales@austriaelectric.co.za;
CELLCOOL CC;236151521;admin@cellcool.co.za;
F J D BUILDERS CC;218591896;fjdbuilders@telkomsa.net;
METERING ANALYTICS;219171760;info@metaudit.co.za;
ELECTRICIANS TODAY;218116000;info@electricianstoday.co.za;
CHW HOME APPLIANCE REPAIRS;176381986;edco@grantar.co.za;
ANDIES AUTO ELECTRICAL;357872188;andies@mweb.co.za;
POWER ELECTRIC AND PLUMBING;514477768;power@connix.co.za;
MR HANDYMAN;437263562;;
XENIUM CONSTRUCTION;152988888;;
Stone And Stewart (Pty) Ltd;114427491;stone.stewart@mwebbiz.co.za;
MK COOLING & ELECTRICAL CC;414510761;accounts@mkcooling.co.za;
ACTIVE ELECTRIC;214394311;norman@activeelectric.co.za;
ANDRE'S ELECTRICAL;319140202;;
SUNBEAM LIGHTING & ELECTRICAL;313056296;0313013975@efg.co.za;
AMMATECH;218723167;gaolsen@xsinet.co.za;
S W D ELEKTRIESE KONTRAKTEURS & VERKOELING;285143515;swdelektries@telkomsa.net;
THE DRYDEN COMBUSTION CO (PTY) LTD;824559019;sales@drydencombustion.co.za;
SIBONGERICK ELECTRICAL CONTRACTORS;317012164;info@sibongerick.co.za;
CONFIDENCE ELECTRICAL;119728690;conf@mweb.co.za;
NELSPRUIT PLUMBING;137449803;nelspruitplumbing@gmail.com;
EXCEL ELECTRICAL;845054947;;
SNYDERS HOME APPLIANCES SERVICES BK;573554927;;
NOBLE ELECTRICAL CONTRACTORS;218531748;martina@mdnoble.co.za;
J W HUGO CC;448732783;eldri@jwhugo.co.za;
NETPRO GROUP BK;119073554;;
NICKS ELECTRICAL & REFRIGERATION;152638906;nickselectrical@telkomsa.net;
DREAMFINDERS;762730932;lramalatso@gmail.com;
BOLD ELECTRICAL;114767325;rbold@iafrica.com;
VAN HEERDEN SOLAR POWER;236142983;vhscon@mweb.co.za;
A24/7 ELECTRICAL & PLUMBING;116724158;a247@vodamail.co.za;
CJN INDUSTRIES;721541059;cjnindustries@gmail.com;
EQUITY ELECTRICAL CONTRACTORS CC;116720597;towerelec@mweb.co.za;
SERO ELECTRICAL (PTY) LTD;737684536;seroelectrical914@gmail.com;
PRINS ELECTRICAL SERVICES;824666208;johangprins@yahoo.com;
ALL ROUND FRIDGE/FREEZER AND ELECTRICAL REPAIRS;845514054;bhekinkosindlovu38@yahoo.com;
HANDYMAN JOWIE;725490691;;
THE JUPTER GROUP CC;110796011;echalevani@yahoo.com;
JP ELECTRICAL;787151130;isaac.jpe@gmail.com;
K V A ELECTRICAL AND COMMUNICATION INSTALLATIONS;813195008;;
GATE FORCE;357897230;quotes@signforcerbay.co.za;
PHUTHUMA ELECTRICAL;838729752;;
DREAMFINDERS;762730932;lramalatso@gmail.com;
BURGERSFORT ELECTRICAL AND PLUMBING CONTRACTORS;132317298;burelec@lantic.net;
A A A ELECTRICAL MAINTENANCE;793041662;;
A100 CONSTRUCTION;725699454;;
ALL FOUR SERVICES (PTY) LTD;129429860;;
A E ELECTRICAL;718469468;;
D AND D ELECTRICAL;119794943;;
MULTICO ELECTRICAL;710086192;isikiza@yahoo.com;
G AND A ELECTRICAL CONTRACTORS CC;215591428;;
MASSIVE EYE CONTRACTING AND TRADING ENTERPRISE (PTY) LTD;799190079;xolani.ndaba1@gmail.com;
MASONBEES ELECTRICAL & PLUMBING;110744077;info@masonbees.co.za;
DELLSTONE ENTERPRISES;738110428;;
INNOCENT ELECTRICAL;791662077;nkhomainnocent38@gmail.com;
KA AGA CONSTRUCTION;110701497;;
SAFE POWER ELECTRICAL;719210409;mariusloff@gmail.com;
VANA CONSTRUCTION;781666485;;
L.M BUILDING CONSTRUCTION;788127475;mahachileonard@gmail.com;
ZEUZ PLUMBING & BUILDING MAINTENANCE EXPERTZ [PTY] LTD;110661278;zeuzplumbingservices@gmail.com;
MARINA ELECTRO;219512316;info@marina.co.za;
ELDER ELECTRICAL CC;119556850;elderelectrical@mweb.co.za;
E M P ELECTRICAL METERING PLUMBING;515225008;lize@ggi.co.za;
YWD ELECTRICAL MAINTENANCE;114361653;;
AFFORDABLE BEST;118227581;affordablebest@neomail.co.za;
PHILLIPS ELECTRICAL;824562197;admin@philipelectrical.co.za;
BLITZ ELECTRICAL;116830116;;
ELECTRICAL INSTALLATION AND DOMESTIC MAINTENACE;119389724;;
D AND D ELECTRICAL;119794943;;
T D P ELECTRICAL;317621888;;
ELECA ELECTRICAL MAINTENANCE;824219054;eleca1961@gmail.com;
TEMBA ELECTRICAL CONTRACTORS;216375971;themmcopele@gmail.com;
MASONBEES ELECTRICAL & PLUMBING;110744077;info@masonbees.co.za;
SIKHULILE ELECTRICAL;798183080;sikhulileelectrical@ymail.com;
NOVA RIDA INVESTMENTS CC;794467636;;
PLUMBERS & IRRIGATION WAREHOUSE;114623949;pi@24sevenonline.co.za;
JHONSON GROUP CONSTRUCTION;110754334;;
EMR ELECTRICAL CC;219495499;emr@emrele.co.za;
Jade Smith;793231768;;
GLOBEL SECURITY SYSTEMS;736744662;;
RADIO SUPER REPAIR;157817497;superrepairs@telkomsa.net;
DWES PLUMBING AND ELECTRICAL;749699710;;
WELTON INVESTMENTS (PTY) LTD;105936190;welton247@outlook.com;
C A CONSTRUCTION (PTY) LTD;514409000;;
MOSOTI TRADING & PROJECTS;833700134;njaki@webmail.co.za;
BLITZ ELECTRICAL;116830116;;
ELECTRICAL INSTALLATION AND DOMESTIC MAINTENACE;119389724;;
SELWILL BLACK EMPOWERMENT;118279236;;
D C G ELECTRICAL;129981642;;
I D P ELECTRICAL;119155270;;
TEMBA ELECTRICAL CONTRACTORS;216375971;themmcopele@gmail.com;
MACITYCITY ELECTRICAL CONTRACTORS;840391636;jramalatso@gmail.com;
VUEMS ELECTRICAL & INSTRUMENTATION;176892123;vusi.emmanuel@yahoo.com;
V P R ELECTRICAL;217614549;vprelectrical@telkomsa.net;
BRANDON ELECTRICAL CONTRACTORS;158124470;brandonelectrical@telkomsa.net;
MANDLA MASEKO CONSTRUCTION CC;136962875;mandlmasekoconstrcc@yahoo.com;
MNAKA CONSTRUCTION PROJECT (PTY) LTD;127720732;jmnaka@gmail.com;
HC PROJECTS CC;118223868;info@hcprojects.co.za;
IEBAKA HARDWARE;114404952;;
MF BUSINESS ENTERPRISE;132670360;mfmotshana@telkomsa.net;
WELTON INVESTMENTS (PTY) LTD;105936190;welton247@outlook.com;
MR PLUMBING AND ELECTRICAL SERVICES 24/7;846796041;nkhensaninomsa50@gmail.com;
FAST FOUR SERVICES (PTY) LTD;105901575;;
ELECTRICAL INSTALLATION AND DOMESTIC MAINTENACE;119389724;;
A100 CONSTRUCTION;725699454;;
PURE TRENDY BUILDING PROJECTS;735739601;kybbuildingprojects@gmail.com;
COMPETENT ELECTRICAL AUTOMATION;118231375;cealeroux@polka.co.za;
D C G ELECTRICAL;129981642;;
MOSOMEDI REFRIGERATION AND AIRCONDITIONING CC;152230228;mosomedi@mosomedi.co.za;
EME AND PG EXPERT ELECTRICAL;710260358;cseme.pg@gmail.com;
SERO ELECTRICAL (PTY) LTD;737684536;seroelectrical914@gmail.com;
BRANDON ELECTRICAL CONTRACTORS;158124470;brandonelectrical@telkomsa.net;
EURO PROJECTS;835804807;europrojects@telkomsa.net;
ALL ROUND FRIDGE/FREEZER AND ELECTRICAL REPAIRS;845514054;bhekinkosindlovu38@yahoo.com;
ON-OFF ELECTRICAL;731517347;on_off.electrical@telkomsa.net;
KA AGA CONSTRUCTION;110701497;;
JHONSON GROUP CONSTRUCTION;110754334;;
BEN MC ELECT & REFRIGERATION;728881741;jacoandwendy@telkomsa.net;
IEBAKA HARDWARE;114404952;;
K V A ELECTRICAL AND COMMUNICATION INSTALLATIONS;813195008;;
BAOBAB ELECTRICAL SERVICES;355503091;baobab@telkomsa.net;
YWD ELECTRICAL MAINTENANCE;114361653;;
SPECIALIZED ELECTRIC FENCING;218535071;hennie.pienaar@gmail.com;
AACHEN HOME SERVICES (PTY) LTD;105936180;;
NAMELA ELEKTRIES;823219604;dawieconnoway@lontic.net;
KRAFT LIGHTING & POWER;357861728;sparkbrown@gmail.com;
AFFORDABLE BEST;118227581;affordablebest@neomail.co.za;
RIAN SWART BUILDING CONTRACTORS;828194080;2rianswart@vodamail.co.za;
DUAL SYNCHRONISED POWER SYSTEMS;832753714;david@dualsps.co.za;
WILLIE & SEUN ELEKTRIES;123863746;willieenseunelektries@telkomsa.net;
AARICLE PLUMBING AND ELECTRICAL;118889673;;
A MOBILE PLUMBING;116810856;amobileplumbing@yahoo.com;
AFFORDABLE DOORS;114777327;;
FIX XPERTS;113910987;info@emergencyplumbingandelectrical.co.za;
KGOSHI ELECTRICAL;125480720;mogano@kgoshielectrical.co.za;
WINTERNIGHT INVESTMENTS;333460506;winternight@yahoo.com;
KA AGA CONSTRUCTION;110701497;;
IEBAKA HARDWARE;114404952;;
BAOBAB ELECTRICAL SERVICES;355503091;baobab@telkomsa.net;
GATE FORCE;357897230;quotes@signforcerbay.co.za;
R S REWINDING;117911331;rsrew@mweb.co.za;
TSHETSHIBO TRADING;184625646;info@tshetshibo.co.za;
DREAMFINDERS;762730932;lramalatso@gmail.com;
BLITZ ELECTRICAL;116830116;;
CHEMROTECH POWER INDUSTRIES;184691383;chemrotech@mweb.co.za;
SELWILL BLACK EMPOWERMENT;118279236;;
WILLIE & SEUN ELEKTRIES;123863746;willieenseunelektries@telkomsa.net;
A MOBILE PLUMBING;116810856;amobileplumbing@yahoo.com;
PERRAN CC;713882051;;
MOLEKO GROUP;838908667;;
ITHEMBALAKUSASA DEVELOPMENT SERVICES;313011018;0317071143@efg.co.za;
SHOCK WORX ELECTRICAL;760273227;shockworx@gmail.com;
KLOOF ELECTRICAL;317656572;merle.field@telkomsa.net;
KUHN ELECTRICAL;;acpenderis@telkomsa.net;
MNL CIVIL & ELECTRICAL PROJECTS;110578736;collenlehlane@yahoo.com;
MNAKA CONSTRUCTION PROJECT (PTY) LTD;127720732;jmnaka@gmail.com;
ABI ELECTRICAL SERVICES (PTY) LTD;105936220;;
BAOBAB ELECTRICAL SERVICES;355503091;baobab@telkomsa.net;
EMR ELECTRICAL CC;219495499;emr@emrele.co.za;
KJH ELECTRICAL;214254495;;
Jade Smith;793231768;;
MAJOZI ELECTRICAL CC;791619042;majozielectrical@gmail.com;
BUZZEE ENTERPRISE;732339384;buzzgei@gmail.com;
DMD MAINTAINERS CC;437226131;dmdmaintainers@gmail.com;
PHILLIPS ELECTRICAL;824562197;admin@philipelectrical.co.za;
KINGDOM CONSTRUCTION;721849969;rouxanne@vodamail.co.za;
SIMBA WELDERS;834817245;skmudhara208@gmail.com;
UNI LIGHT ELECTRIC;794303336;admin.uni@gmail.com;
CJN INDUSTRIES;721541059;cjnindustries@gmail.com;
0861NUTSMAN;8616887626;;
MANDLA MASEKO CONSTRUCTION CC;136962875;mandlmasekoconstrcc@yahoo.com;
O & P HOME IMPROVEMENTS;847300625;ophomemaintenance@gmail.com;
SIKHULILE ELECTRICAL;798183080;sikhulileelectrical@ymail.com;
DEVINE BUILDERS CONSTRUCTION;119726842;devinebuilders@gmail.com;
ELECTRICAL SYSTEM CONSULTING CC;114872733;infoesc@polka.co.za;
HANDYMAN JOWIE;725490691;;
M R ZULU ELECTRICAL CONTRACTORS;357967160;mrzuluelectrical@yahoo.com;
K V A ELECTRICAL AND COMMUNICATION INSTALLATIONS;813195008;;
HI-TECH POWER AFRICA PTY LTD;515268299;chaosgratitude@yahoo.com;
LEG ELECTRO TECH SYSTEMS;152926941;legelectro@gmail.com;
TSHETSHIBO TRADING;184625646;info@tshetshibo.co.za;
AACHEN HOME SERVICES (PTY) LTD;105936180;;
H & K ELECTRICAL CONTRACTORS;333454490;hkelectrical@axxess.co.za;
MABANDA CONSTRUCTION;117201378;tashamusawenkosi@yahoo.com;
PHILLIPS ELECTRICAL;824562197;admin@philipelectrical.co.za;
A24/7 ELECTRICAL & PLUMBING;116724158;a247@vodamail.co.za;
MOSES THE ELECTRICIAN;72413;sabolamoses9@gmail.com;
I D P ELECTRICAL;119155270;;
MWALE CONSTRUCTION & PROJECTS CC;123264875;mosesmwale@telkomsa.net;
PRINS ELECTRICAL SERVICES;824666208;johangprins@yahoo.com;
HANDS AT WORK;782828883;;
F AND S MAINTENANCE;822206200;;
S M PLUMBING & ELECTRICAL;718004243;mikemudau@gmail.com;
KAGESI ELECTRICAL;828184024;kagesy@gmail.com;
WATTS AND VOLTS ELECTRICAL;842508678;;
DANLEC ELECTRICAL CC;312025481;danlec@telkomsa.net;
EMR ELECTRICAL CC;219495499;emr@emrele.co.za;
UPHILO TRADING CC;152978446;info@simolola.co.za;
A P E ALL PLUMBING & ELECTRICAL;860273273;ape@allpande.com;
R S REWINDING;117911331;rsrew@mweb.co.za;
CLAUDIUSBRIAN ELECTRICALS;718496499;claudiuswayne@gmail.com;
BURGERSFORT ELECTRICAL AND PLUMBING CONTRACTORS;132317298;burelec@lantic.net;
PHILLIPS ELECTRICAL;824562197;admin@philipelectrical.co.za;
VAN HEERDEN SOLAR POWER;236142983;vhscon@mweb.co.za;
COMPETENT ELECTRICAL AUTOMATION;118231375;cealeroux@polka.co.za;
MOSOMEDI REFRIGERATION AND AIRCONDITIONING CC;152230228;mosomedi@mosomedi.co.za;
AARICLE PLUMBING AND ELECTRICAL;118889673;;
DARNZ ELECTRICAL;718844080;;
RADIKHUDU CONSTRUCTION PROJECTS;117623449;sandintlhokwa5@gmail.com;
MWALE CONSTRUCTION & PROJECTS CC;123264875;mosesmwale@telkomsa.net;
STANDARD SERVICES;742240068;sabeloshezi@gmail.com;
KGOSHI ELECTRICAL;125480720;mogano@kgoshielectrical.co.za;
KALWISHA ELECTRICAL CONTRACTORS BELLEVUE EAST;110257942;info@kalwishaelectricalcontractors.co.za;
WE TRY HARDER;727327520;stewartnemalale@gmail.com;
JP ELECTRICAL;787151130;isaac.jpe@gmail.com;
UPHILO TRADING CC;152978446;info@simolola.co.za;
SOUTH RAND ELECTRICAL CC;333434633;southrand@sai.co.za;
DD ELECTRICAL (PTY) LTD;798055692;;
MABANDA CONSTRUCTION;117201378;tashamusawenkosi@yahoo.com;
BLITZ ELECTRICAL;116830116;;
A E ELECTRICAL;718469468;;
MOSOMEDI REFRIGERATION AND AIRCONDITIONING CC;152230228;mosomedi@mosomedi.co.za;
AARICLE PLUMBING AND ELECTRICAL;118889673;;
SWAZI ELECTRICAL SERVICES;729941049;;
AFRICAN EYE ELECTRICAL;114655544;gibbs@absamail.co.za;
TRUE CRAFT (PTY) LTD;842552646;leon.naidoo@ymail.com;
